,Kuntanro,Puolue,Vaalikampanjan kulut yhteensa,Sanoma- ilmaisjakelu- ja aikakauslehdet,Radio,Televisio,Tietoverkot,Muut viestintavalineet,Ulkomainonta,Vaalilehtien esitteiden ja muun painetun materiaalin hankinta,Mainonnan suunnittelu,Vaalitilaisuudet,Vastikeellisen tuen hankintakulut,Muut kulut,Vaalikampanjan rahoitus yhteensa,Puolueen/ryhmän nimilyhenne suomeksi,Sukupuoli,Ikä vaalipäivänä,Europarlamentaarikko,Kansanedustaja,Kunnanvaltuutettu,Ennakkoäänet lkm,Vaalipäivän äänet lkm,Äänet yhteensä lkm,Osuus äänistä yht. (%),Valintatieto
14002,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,32, ,,,19,44,63,3,2
14003,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,59, ,,,76,51,127,7,1
14004,684,'SDP',"'848,32'","'648,32'",0,0,0,0,0,0,"'200,0'",0,0,0,"'848,32'",SDP   ,1,30, ,,1.0,83,85,168,9,1
14005,684,'SDP','1191','1141',0,0,0,'50',0,0,0,0,0,0,'1191',SDP   ,1,57, ,,1.0,103,96,199,11,1
14006,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,60, ,,,34,23,57,3,2
14007,684,'SDP',"'200,00'","'200,00'",0,0,0,0,0,0,0,0,0,0,"'200,00'",SDP   ,2,45, ,,1.0,53,53,106,6,1
14008,684,'KD',"'1104,65'","'1074,65'",0,0,0,0,0,'30',0,0,0,0,"'1104,65'",KD    ,1,55, ,1.0,1.0,161,140,301,16,1
14009,684,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,49, ,,1.0,267,336,603,32,1
14010,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,55, ,,,55,46,101,5,1
14011,684,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,36, ,,,11,37,48,3,2
14012,684,'SIT',0,0,0,0,0,0,0,0,0,0,0,0,0,SIT   ,2,40, ,,,23,31,54,3,2
14013,684,'KESK',"'2755,72'","'2534,32'","'221,40'",0,0,0,0,0,0,0,0,0,"'2755,72'",KESK  ,1,32, ,,1.0,99,141,240,13,1
14014,684,'SDP','1000','800',0,0,0,0,0,0,'200',0,0,0,'1000',SDP   ,1,46, ,,1.0,190,182,372,20,1
14015,684,'SDP',"'1495,96'","'850,21'",0,0,0,0,0,"'645,75'",0,0,0,0,"'1495,96'",SDP   ,2,54, ,,1.0,103,81,184,10,1
14016,684,'SDP',"'1076,66'","'826,66'",0,0,0,0,0,'220','30',0,0,0,"'1126,66'",SDP   ,2,57, ,,1.0,131,165,296,16,1
14017,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,59, ,,1.0,69,104,173,9,1
14018,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,64, ,,,20,36,56,3,2
14019,684,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,40, ,,,27,42,69,4,2
14020,684,'KOK',"'1646,86'","'891,13'",0,0,"'332,1'",0,0,"'373,63'",0,0,0,'50',"'1646,86'",KOK   ,1,22, ,,,80,89,169,9,1
14021,684,'KOK',"'1479,90'","'1212,37'",0,0,0,"'209,10'",0,"'58,43'",0,0,0,0,"'1479,90'",KOK   ,2,70, ,,1.0,80,35,115,6,1
14022,684,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,1,63, ,,,33,42,75,4,2
14023,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,40, ,,,31,78,109,6,1
14024,684,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,53, ,,,25,21,46,2,2
14025,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,66, ,,1.0,104,37,141,8,1
14026,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,49, ,,1.0,92,78,170,9,1
14027,684,'KESK',"'20,00'",0,0,0,0,0,0,0,0,0,0,"'20,00'","'20,00'",KESK  ,1,76, ,,,67,49,116,6,2
14028,684,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,54, ,,,39,29,68,4,2
14029,684,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,63, ,,,63,36,99,5,2
14030,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,63, ,,,101,50,151,8,1
14031,684,'VAS',"'318,76'","'168,76'",0,0,0,0,0,"'150,00'",0,0,0,0,"'318,76'",VAS   ,2,33, ,,1.0,92,83,175,9,1
14032,684,'KOK','1450','1343',0,0,0,0,0,'47','60',0,0,0,'1450',KOK   ,1,56, ,,1.0,103,100,203,11,1
14033,684,'SDP',"'769,63'","'719,63'",0,0,0,0,0,"'50,00'",0,0,0,0,"'769,63'",SDP   ,1,56, ,,,47,56,103,5,1
14034,684,'KESK',"'301,57'","'156,57'",0,0,0,0,0,'125',0,0,0,'20',"'301,57'",KESK  ,2,29, ,,,53,66,119,6,1
14035,684,'VAS','68',0,0,0,0,0,0,'68',0,0,0,0,'68',VAS   ,1,37, ,,,16,45,61,3,2
14036,684,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,33, ,,,27,36,63,3,2
14037,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,58, ,,,31,66,97,5,1
14038,684,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,2,22, ,,,50,63,113,6,2
14039,684,'KOK',"'1211,34'","'807,65'","'184,50'",0,'150',0,0,"'69,19'",0,0,0,0,"'1211,34'",KOK   ,1,36, ,,1.0,46,52,98,5,2
14040,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,24, ,,,34,30,64,3,2
14041,684,'VIHR','1330','1030','150',0,'150',0,0,0,0,0,0,0,'1330',VIHR  ,2,54, ,,,58,75,133,7,1
14042,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,44, ,,,35,38,73,4,2
14043,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,56, ,,,27,26,53,3,2
14044,684,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,65, ,,,106,47,153,8,1
14045,684,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,69, ,,,35,33,68,4,2
14046,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,30, ,,,18,27,45,2,2
14047,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,53, ,,,31,29,60,3,2
14048,684,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,50, ,,,29,30,59,3,2
14049,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,56, ,,,42,35,77,4,2
14050,684,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,2,28, ,,,42,67,109,6,1
14051,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,44, ,,,23,48,71,4,2
14052,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,45, ,,,38,50,88,5,2
14053,684,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,1,64, ,,1.0,68,55,123,7,1
14054,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,39, ,,,28,41,69,4,2
14055,684,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,29, ,,,22,51,73,4,2
14056,684,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,66, ,,1.0,110,74,184,10,1
14057,684,'SDP','200',0,0,0,0,0,0,'200',0,0,0,0,'200',SDP   ,2,50, ,,,71,61,132,7,1
14058,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,45, ,,,38,33,71,4,2
14059,684,'SDP','50',0,0,0,0,0,0,'50',0,0,0,0,'50',SDP   ,2,24, ,,,28,25,53,3,2
14060,684,'VAS',"'1250,00'","'850,00'",0,0,0,0,0,"'300,00'","'100,00'",0,0,0,"'1250,00'",VAS   ,1,61, ,,1.0,166,150,316,17,1
14061,684,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,1,19, ,,,33,38,71,4,2
14062,684,'VIHR',"'200,00'",0,0,0,0,0,0,0,0,0,0,"'200,00'","'200,00'",VIHR  ,1,64, ,,,35,64,99,5,2
14063,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,49, ,,,29,25,54,3,2
14064,684,'KESK',"'1277,74'","'801,09'",0,0,0,0,0,"'436,65'",0,0,0,'40',"'1277,74'",KESK  ,2,60, ,,1.0,126,86,212,11,1
14065,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,63, ,,,28,25,53,3,2
14066,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,49, ,,1.0,39,24,63,3,2
14067,684,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,32, ,,,27,40,67,4,2
14068,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,41, ,,,226,151,377,20,1
14069,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,58, ,,1.0,71,46,117,6,1
14070,684,'SDP','2562','2140','0','0','34','0','0','150','238','0','0','0','2562',SDP   ,2,35, ,1.0,1.0,762,694,1456,77,1
14071,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,65, ,,,32,19,51,3,2
14072,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,67, ,,1.0,73,37,110,6,1
14073,684,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,54, ,,1.0,56,40,96,5,2
14074,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,50, ,,,125,86,211,11,1
14075,684,'KOK',"'1556,63'","'1221,88'",0,0,0,0,"'50,00'","'149,75'","'135,00'",0,0,0,"'1556,63'",KOK   ,2,43, ,,1.0,65,123,188,10,1
14076,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,34, ,,,39,41,80,4,2
14077,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,38, ,,,27,40,67,4,2
14078,684,'SDP',"'703,28'","'450,00'",0,0,0,0,0,"'213,28'",0,'40',0,0,"'703,28'",SDP   ,1,38, ,,,28,19,47,3,2
14079,684,'KOK','1800','1400','0','0','0','0','0','0','400','0','0','0','1800',KOK   ,2,46, ,,1.0,173,216,389,21,1
14080,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,43, ,,,28,63,91,5,2
14081,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,57, ,,1.0,59,37,96,5,2
14082,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,56, ,,,37,31,68,4,2
14083,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,48, ,,1.0,103,80,183,10,1
14084,684,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,48, ,,,34,35,69,4,2
14085,684,'KOK',"'3436,33'","'3345,62'",0,0,0,0,0,"'90,71'",0,0,0,0,"'3436,33'",KOK   ,2,50, ,,,68,74,142,8,1
14086,684,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,63, ,,,40,22,62,3,2
14087,684,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,34, ,,,176,188,364,19,1
14088,684,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,41, ,,,67,120,187,10,1
14089,684,'VAS',"'1150,10'","'1150,10'",0,0,0,0,0,0,0,0,0,0,"'1150,10'",VAS   ,1,50, ,,1.0,50,57,107,6,1
14090,684,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,37, ,,1.0,67,69,136,7,1
14091,684,'SIT',0,0,0,0,0,0,0,0,0,0,0,0,0,SIT   ,1,67, ,,,32,32,64,3,2
14092,684,'SIT',0,0,0,0,0,0,0,0,0,0,0,0,0,SIT   ,1,56, ,,1.0,48,48,96,5,1
14093,684,'SIT',0,0,0,0,0,0,0,0,0,0,0,0,0,SIT   ,1,54, ,,1.0,132,167,299,16,1
14094,684,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,55, ,,,26,21,47,3,2
14095,684,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,47, ,,1.0,264,182,446,24,1
14096,684,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,56, ,,1.0,70,56,126,7,1
14097,684,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,57, ,,,45,39,84,4,2
14098,684,'KESK','1216','860',0,0,0,0,0,'156',0,'200',0,0,'1216',KESK  ,1,47, ,,,67,108,175,9,1
14099,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,22, ,,1.0,27,33,60,6,2
14100,140,'SDP',"'1270,76'","'1170,76'",0,0,'100',0,0,0,0,0,0,0,"'1270,76'",SDP   ,1,48, ,,1.0,53,53,106,10,1
14101,140,'KESK',"'320,00'","'280,00'",0,0,0,0,0,"'40,00'",0,0,0,0,"'320,00'",KESK  ,2,33, ,,,31,54,85,8,1
14102,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,29, ,,,80,145,225,22,1
14103,140,'KESK','1532','1113','369','0','0','0','0','40','0','10','0','0','1532',KESK  ,1,44, ,,,28,26,54,5,2
14104,140,'KESK','720','720',0,0,0,0,0,0,0,0,0,0,'760',KESK  ,1,72, ,,1.0,24,50,74,7,1
14105,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,48, ,,,45,66,111,11,1
14106,140,'KESK','1213','602',0,0,0,0,0,'541',0,'30',0,'40','1213',KESK  ,1,66, ,,,25,26,51,5,2
14107,140,'KESK',"'540,00'","'500,00'",0,0,0,0,0,"'40,00'",0,0,0,0,"'540,00'",KESK  ,1,50, ,,1.0,69,88,157,15,1
14108,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,46, ,,,12,25,37,4,2
14109,140,'KESK',"'248,00'","'208,00'",0,0,0,0,0,"'40,00'",0,0,0,0,"'248,00'",KESK  ,2,60, ,,1.0,86,73,159,16,1
14110,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,48, ,,1.0,24,56,80,8,1
14111,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,63, ,,,69,40,109,11,1
14112,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,68, ,,,44,56,100,10,1
14113,140,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,60, ,,,42,24,66,6,2
14114,140,'SDP',"'1449,38'","'737,65'",0,0,0,0,0,"'433,10'",'35',0,0,"'243,60'","'1449,38'",SDP   ,2,44, ,,,85,108,193,19,1
14115,140,'KESK',"'725,30'","'637,30'",0,0,0,0,0,'88',0,0,0,0,"'725,30'",KESK  ,2,59, ,,,50,23,73,7,2
14116,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,54, ,,,33,20,53,5,2
14117,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,64, ,1.0,1.0,332,276,608,60,1
14118,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,54, ,,1.0,43,97,140,14,1
14119,140,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,2,55, ,,1.0,78,79,157,15,1
14120,140,'KESK',"'995,03'","'845,03'",0,0,0,0,0,'150',0,0,0,0,"'995,03'",KESK  ,1,62, ,,1.0,56,58,114,11,1
14121,140,'KESK',"'780,66'","'715,06'",0,0,0,0,0,"'65,60'",0,0,0,0,"'780,66'",KESK  ,2,71, ,,1.0,38,16,54,5,2
14122,140,'KESK',"'791,80'",'555',"'196,80'",0,0,0,0,'40',0,0,0,0,"'791,80'",KESK  ,2,44, ,,1.0,90,99,189,19,1
14123,140,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,49, ,,,23,34,57,6,2
14124,140,'VAS',"'1371,32'","'1002,32'",0,0,0,0,0,"'369,00'",0,0,0,0,"'1371,32'",VAS   ,1,69, ,,1.0,162,122,284,28,1
14125,140,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,61, ,,,39,28,67,7,2
14126,140,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,66, ,,,27,32,59,6,2
14127,140,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,2,61, ,,,27,11,38,4,2
14128,140,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,64, ,,,20,10,30,3,2
14129,140,'KOK',"'944,68'","'729,68'",'0','0','0','0','0','35','0','80','0','100',"'944,68'",KOK   ,2,45, ,,,79,79,158,15,1
14130,140,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,48, ,,,24,59,83,8,1
14131,140,'KOK',"'417,50'","'237,50'",0,0,0,0,0,0,0,"'180,00'",0,0,"'417,50'",KOK   ,1,66, ,,1.0,36,22,58,6,2
14132,140,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,65, ,,,45,40,85,8,1
14133,140,'KOK',"'1394,63'",0,'551',0,0,0,"'313,65'","'134,48'",0,"'395,5'",0,0,'1500',KOK   ,1,49, ,,1.0,60,74,134,13,1
14134,140,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,55, ,,,25,23,48,5,2
14135,140,'VAS','904','654',0,0,0,0,0,'250',0,0,0,0,'904',VAS   ,2,50, ,,1.0,49,58,107,10,1
14136,140,'VAS','300','200',0,0,0,0,0,'100',0,0,0,0,'300',VAS   ,1,60, ,,1.0,36,49,85,8,1
14137,140,'SDP','1054','723',0,0,'10',0,0,'96',0,0,0,'225','1054',SDP   ,2,61, ,,1.0,37,36,73,7,2
14138,140,'SDP','535','528',0,0,0,0,0,'7',0,0,0,0,'535',SDP   ,1,61, ,,1.0,45,48,93,9,1
14139,140,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,56, ,,1.0,124,100,224,22,1
14140,140,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,66, ,,1.0,29,32,61,6,2
14141,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,58, ,,,46,33,79,8,1
14142,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,60, ,,,39,37,76,7,1
14143,140,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,61, ,,,58,65,123,12,1
14144,140,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,2,67, ,,,23,15,38,4,2
14145,140,'SDP','1195','185','0','0','145','0','0','640',0,0,0,'225','1195',SDP   ,1,32, ,,,34,72,106,10,1
14146,140,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,2,50, ,,1.0,66,153,219,21,1
14147,140,'KOK',"'322,82'","'175,76'",0,0,0,0,0,"'5,95'",0,0,0,"'141,11'","'322,82'",KOK   ,1,36, ,,,26,26,52,5,2
14148,140,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,2,70, ,,1.0,47,26,73,7,2
14149,140,'KESK',"'1041,96'","'833,25'",0,0,0,0,0,"'181,45'",0,"'27,26'",0,0,"'1041,96'",KESK  ,1,54, ,,,17,45,62,6,2
14150,140,'SDP','227','227',0,0,0,0,0,0,0,0,0,0,'227',SDP   ,1,61, ,,,33,27,60,6,2
14151,140,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,2,61, ,,,36,35,71,7,1
14152,140,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,64, ,,1.0,34,16,50,5,2
14153,140,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,36, ,,,17,23,40,4,2
14154,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,54, ,,,25,23,48,5,2
14155,140,'KOK',"'1518,86'","'1518,86'",0,0,0,0,0,0,0,0,0,0,"'1518,86'",KOK   ,1,56, ,1.0,1.0,141,135,276,27,1
14156,140,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,34, ,,,42,36,78,8,1
14157,140,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,1,53, ,,1.0,85,57,142,14,1
14158,140,'KOK','1200','1050',0,0,0,0,0,0,0,'150',0,0,'1200',KOK   ,1,62, ,,,53,41,94,9,1
14159,140,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,44, ,,,33,30,63,6,2
14160,140,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,32, ,,,24,45,69,7,2
14161,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,60, ,,1.0,35,45,80,8,1
14162,140,'SDP',"'1172,51'","'956,01'",0,0,0,0,0,"'216,50'",0,0,0,0,"'1172,51'",SDP   ,1,53, ,,,34,50,84,8,2
14163,140,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,2,65, ,,1.0,32,24,56,5,2
14164,140,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,2,50, ,,,42,70,112,11,2
14165,140,'KOK',"'5200,27'","'2448,30'","'397,29'",0,0,0,"'505,25'","'704,79'","'522,75'","'621,89'",0,0,"'5200,27'",KOK   ,1,57, ,,,88,105,193,19,1
14166,140,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,59, ,,1.0,170,160,330,32,1
14167,140,'VAS','858','288','0','0','0','0','0','230','60','130',0,'150','858',VAS   ,1,57, ,,1.0,40,75,115,11,1
14168,140,'VIHR','486','426',0,0,0,0,0,'60',0,0,0,0,'486',VIHR  ,1,44, ,,1.0,54,101,155,15,1
14169,140,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,65, ,,,20,29,49,5,2
14170,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,18, ,,,20,46,66,6,2
14171,140,'KESK',"'802,22'","'672,22'",0,0,0,0,0,"'130,00'",0,0,0,0,"'802,22'",KESK  ,1,54, ,,1.0,29,33,62,6,2
14172,140,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,62, ,,,64,77,141,14,1
14173,140,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,1,43, ,,,32,62,94,9,2
14174,140,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,2,62, ,,,30,25,55,5,2
14175,140,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,19, ,,,11,33,44,4,2
14176,140,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,58, ,,1.0,54,55,109,11,1
14177,140,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,2,24, ,,,21,22,43,4,2
14178,140,'VAS','1087','1050','0','0','0','37','0','0','0','0','0','0','1087',VAS   ,2,57, ,,1.0,103,68,171,17,1
14179,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,18, ,,,23,35,58,6,2
14180,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,69, ,,,26,45,71,7,2
14181,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,18, ,,,13,25,38,4,2
14182,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,77, ,,,17,18,35,3,2
14183,140,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,40, ,,,10,29,39,4,2
14184,140,'PS','105','65',0,0,0,0,0,0,0,0,0,'40','105',PS    ,2,45, ,,,48,44,92,9,2
14185,710,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,2,36, ,,,17,30,47,3,2
14186,710,'SDP','110',0,0,0,0,0,'70',0,0,0,0,'40','110',SDP   ,2,46, ,,1.0,56,111,167,12,1
14187,710,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,57, ,,1.0,43,68,111,8,1
14188,710,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,53, ,,1.0,68,95,163,11,1
14189,710,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,41, ,,,15,42,57,4,2
14190,710,'RKP','4647','2598',0,0,0,0,0,'2049',0,0,0,0,'4647',RKP   ,1,55, ,,1.0,73,177,250,18,1
14191,710,'RKP',0,0,0,0,0,0,0,0,0,0,0,0,0,RKP   ,1,56, ,,1.0,36,127,163,11,1
14192,710,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,55, ,,,19,26,45,3,2
14193,710,'SKP',"'824,97'","'561,79'",0,0,0,0,"'197,19'","'15,99'",0,0,0,'50',"'824,97'",SKP   ,1,55, ,,1.0,147,233,380,27,1
14194,710,'RKP',0,0,0,0,0,0,0,0,0,0,0,0,0,RKP   ,2,68, ,,1.0,44,75,119,8,1
14195,710,'RKP',0,0,0,0,0,0,0,0,0,0,0,0,0,RKP   ,2,46, ,,,18,29,47,3,2
14196,710,'SDP',"'958,01'","'505,99'",0,0,"'98,40'",0,0,"'238,62'","'30,00'",0,0,"'85,00'","'958,01'",SDP   ,1,34, ,,,42,81,123,9,1
14197,710,'RKP',0,0,0,0,0,0,0,0,0,0,0,0,0,RKP   ,1,53, ,,,8,38,46,3,2
14198,710,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,41, ,,,26,116,142,10,1
14199,710,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,20, ,,,16,51,67,5,2
14200,710,'RKP',0,0,0,0,0,0,0,0,0,0,0,0,0,RKP   ,2,62, ,,1.0,197,228,425,30,1
14201,710,'RKP',0,0,0,0,0,0,0,0,0,0,0,0,0,RKP   ,1,55, ,,1.0,45,47,92,6,2
14202,710,'RKP',"'2815,75'","'2675,25'",'0','0','0','0','0',"'73,80'",'0',"'66,70'",'0','0',"'3000,00'",RKP   ,1,47, ,1.0,1.0,378,743,1121,79,1
14203,710,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,48, ,,1.0,23,47,70,5,1
14204,710,'RKP',"'65,00'","'65,00'","'0,00'","'0,00'","'0,00'","'0,00'","'0,00'","'0,00'","'0,00'","'0,00'","'0,00'","'0,00'","'65,00'",RKP   ,2,63, ,,1.0,12,33,45,3,2
14205,710,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,37, ,,,15,31,46,3,2
14206,710,'RKP',0,0,0,0,0,0,0,0,0,0,0,0,0,RKP   ,2,64, ,,1.0,29,18,47,3,2
14207,710,'RKP','0',0,0,0,0,0,0,0,0,0,0,0,'0',RKP   ,1,54, ,,,16,27,43,3,2
14208,710,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,37, ,,,12,36,48,3,2
